,TOTAL_BICYCLES,TOTAL_VEHICLES,TOTAL_PEDESTRIANS,LATITUDE,LONGITUDE,XCOORD,YCOORD,FATAL_BICYCLIST,MPDLATITUDE,MPDLONGITUDE,FROMDATE,NEARESTINTSTREETNAME,NEARESTINTROUTEID,OFFINTERSECTION
196964,1,1,0,38.942975,-77.017723,398463.60299999994,141675.97199999998,0,38.943049,-77.018516,2018-07-04 04:00:00+00:00,VARNUM ST NW,11089112,70.7156938
197070,1,1,0,38.902516,-77.010413,399096.76,137184.563,0,38.902502,-77.011257,2018-05-28 04:00:00+00:00,1ST TER NW,11000162,2.3912664
197103,1,1,0,38.881271999999996,-77.00035600000001,399969.10299999994,134826.345,0,38.881254999999996,-77.000578,2018-05-28 04:00:00+00:00,4TH ST SE,13000402,1.8125977
197145,1,1,0,38.893566,-77.011409,399010.232,136191.06900000002,0,38.893390999999994,-77.011509,2018-07-04 04:00:00+00:00,INDIANA AVE NW,11048162,22.368367499999998
197289,1,1,0,38.895832,-77.027107,397653.984,136442.892,0,38.895832,-77.027107,2017-01-30 05:00:00+00:00,E ST NW,11031332,33.535453600000004
197319,1,1,0,38.922661,-77.042684,396298.584,139421.684,0,38.922661,-77.042684,2017-01-30 05:00:00+00:00,ADAMS MILL RD NW,11009102,0.0324419
197399,1,1,0,38.909828000000005,-77.041678,396385.869,137997.076,0,38.909828000000005,-77.041678,2017-01-30 05:00:00+00:00,P ST NW,11068382,20.5300246
197527,1,1,0,38.909704,-77.067792,394120.179,137988.542,0,38.909704,-77.067792,2017-01-25 05:00:00+00:00,34TH ST NW,11003402,6.5509104
197578,1,1,0,38.907472,-77.020774,398198.17799999996,137734.9,0,38.907253999999995,-77.02059100000001,2018-07-05 04:00:00+00:00,N ST NW,11063182,15.9385506
197588,1,1,0,38.892087,-77.012173,398943.91,136026.929,0,38.892087,-77.012173,2017-01-31 05:00:00+00:00,CONSTITUTION AVE NW,11025352,0.0422011
197597,1,1,0,38.933288,-77.036456,396839.15,140601.142,0,38.933288,-77.036456,2017-01-31 05:00:00+00:00,NEWTON ST NW,11064612,0.039522800000000004
197616,1,1,0,38.938188000000004,-77.06026999999999,394774.76200000005,141145.997,0,38.938188000000004,-77.06026999999999,2017-01-30 05:00:00+00:00,CONNECTICUT AVE NW,11025152,18.8516494
197768,1,1,0,38.928219,-77.05427399999999,395296.422,140040.337,0,38.928219,-77.05427399999999,2017-02-01 05:00:00+00:00,CATHEDRAL AVE NW,11020992,17.3813457
197801,1,1,0,38.906183,-77.051374,395544.00700000004,137592.557,0,38.906183,-77.051374,2017-02-01 05:00:00+00:00,24TH ST NW,11002402,2.6734103
197929,1,1,0,38.904167,-77.019593,398300.515,137368.017,0,38.903605999999996,-77.01983,2018-07-06 04:00:00+00:00,6TH ST NW,11000602,62.1090686
197976,1,1,1,38.895438,-77.02950799999999,397439.31299999997,136396.74599999998,0,38.895438,-77.02950799999999,2017-02-01 05:00:00+00:00,13TH ST NW,11001302,10.8939329
197994,1,1,0,38.917003,-77.03649200000001,396835.27,138793.32,0,38.917003,-77.03649200000001,2018-07-07 04:00:00+00:00,NEW HAMPSHIRE AVE NW,11064222,0.0903936
198003,1,1,0,38.915913,-77.046418,395973.859,138673.24599999998,0,38.915913,-77.046418,2017-02-02 05:00:00+00:00,COLUMBIA RD NW,11024632,10.5461688
198005,1,1,0,38.889337,-77.002036,399823.346,135721.584,0,38.889338,-77.001832,2018-07-07 04:00:00+00:00,3RD ST NE,12000302,55.220302100000005
198090,1,1,0,38.93224,-77.02975500000001,397423.63899999997,140484.687,0,38.93224,-77.02975500000001,2017-02-01 05:00:00+00:00,MONROE ST NW,11061422,14.092028299999999
198118,1,1,0,38.921572999999995,-77.031922,397231.841,139300.57,0,38.921514,-77.03192800000001,2019-08-07 04:00:00+00:00,CHAPIN ST NW,11022032,16.18
198207,1,1,0,38.903741,-77.04001099999999,396529.43799999997,137321.328,0,38.903741,-77.04001099999999,2018-07-06 04:00:00+00:00,L ST NW,11053492,0.038851
198248,1,1,0,38.905908000000004,-77.048029,395834.125,137562.203,0,38.905451,-77.047276,2018-07-07 04:00:00+00:00,WARD PL NW,11090802,127.1877199
198259,1,1,0,38.902774,-77.027039,397654.585,137213.497,0,38.902524,-77.027013,2019-11-03 04:00:00+00:00,11TH ST NW,11001102,2.25
198313,1,1,0,38.915872,-77.015958,398616.00899999996,138667.285,0,38.915925,-77.015744,2018-07-08 04:00:00+00:00,T ST NW,11084562,19.537674499999998
198323,1,1,0,38.898314,-76.974171,402240.55700000003,136718.46,0,38.898373,-76.974317,2018-07-08 04:00:00+00:00,BENNING RD NE,12015342,19.102929500000002
198361,1,1,0,38.878314,-77.017581,398466.619,134415.164,0,38.878314,-77.01758199999999,2018-04-20 04:00:00+00:00,I ST SW,14047772,108.7475685
198415,1,1,0,38.865438,-76.989238,400912.775,133076.157,0,38.865438,-76.989238,2017-02-02 05:00:00+00:00,V ST SE,13088462,23.3586923
198509,1,1,0,38.901678000000004,-77.021916,398098.935,137091.775,0,38.901678000000004,-77.021878,2017-06-15 04:00:00+00:00,K ST NW,11050892,47.9815754
198944,1,1,0,38.902516,-77.00664300000001,399423.80600000004,137184.572,0,38.902448,-77.006117,2019-11-03 04:00:00+00:00,K ST NE,12050892,21.27
198980,1,5,0,38.894387,-76.949694,404364.106,136283.40300000002,0,38.894633,-76.94976,2019-09-07 04:00:00+00:00,MINNESOTA AVE NE,12061162,76.07
198996,1,1,0,38.915626,-76.999876,400010.74299999996,138639.831,0,38.918116999999995,-76.998303,2018-07-09 04:00:00+00:00,,,-999.0
199221,1,1,0,38.916185999999996,-77.018618,398385.37799999997,138702.251,0,38.915898,-77.018476,2018-07-10 04:00:00+00:00,T ST NW,11084562,13.486384900000001
199300,1,1,0,38.966952,-77.076699,393353.076,144340.313,0,38.966944,-77.076724,2018-07-10 04:00:00+00:00,CONNECTICUT AVE NW,11025152,26.676113399999995
199328,1,1,0,38.901844,-77.021955,398098.99799999996,137110.18,0,38.901844,-77.021955,2017-02-04 05:00:00+00:00,K ST NW,11050892,28.7782447
199393,1,1,0,38.917003,-77.037315,396763.935,138793.354,0,38.917012,-77.037391,2017-02-04 05:00:00+00:00,16TH ST NW,11001602,77.9442537
199412,1,1,1,38.932608,-76.996167,400332.357,140525.024,0,38.932619,-76.995875,2019-08-08 04:00:00+00:00,7TH ST NE,12000702,38.35
199432,1,2,0,38.930476,-77.023501,397967.80600000004,140289.242,0,38.930476,-77.023501,2017-02-06 05:00:00+00:00,KEEFER PL NW,11051612,14.0969345
199591,1,1,0,38.892394,-77.016079,398605.07,136061.11,0,38.892979,-77.016081,2018-07-11 04:00:00+00:00,CONSTITUTION AVE NW,11025352,108.67954640000002
199691,1,1,0,38.885928,-77.012135,398952.641,135349.016,0,38.885928,-77.012135,2017-02-06 05:00:00+00:00,1ST ST SW,14000102,11.505890699999998
199694,1,1,0,38.890586,-76.99153100000001,400734.75200000004,135860.235,0,38.890341,-76.991412,2017-02-06 05:00:00+00:00,MASSACHUSETTS AVE NE,12059602,10.695387599999998
199790,1,1,0,38.915572,-77.032287,397199.919,138634.429,0,38.915711,-77.032287,2019-02-15 05:00:00+00:00,14TH ST NW,11001402,32.82
199853,1,1,0,38.916215,-77.021715,398115.30600000004,138702.851,0,38.916215,-77.021715,2017-02-06 05:00:00+00:00,7TH ST NW,11000702,16.299175
199910,1,1,0,38.899426,-76.936161,405537.721,136843.47400000002,0,38.899491999999995,-76.935797,2019-08-08 04:00:00+00:00,NANNIE HELEN BURROUGHS AVE NE,12063252,65.97
200044,1,1,0,38.913879,-77.02599000000001,397745.94,138446.23,0,38.914128999999996,-77.027079,2018-07-20 04:00:00+00:00,S ST NW,11077672,94.5536918
200097,1,1,0,38.899987,-77.048941,395764.32,136904.87699999998,0,38.899987,-77.048941,2017-02-15 05:00:00+00:00,H ST NW,11042442,46.6217615
200172,1,1,0,38.887504,-77.027935,397576.38399999996,135525.34699999998,0,38.887504,-77.027935,2017-02-16 05:00:00+00:00,12TH EXPY SW,14001242,13.8118071
200377,1,1,0,38.909652,-77.033565,397088.79799999995,137977.25,0,38.909533,-77.033369,2019-11-05 05:00:00+00:00,P ST NW,11068382,66.44
200646,1,1,0,38.892957,-77.012169,398944.28,136123.539,0,38.892958,-77.01224,2018-07-22 04:00:00+00:00,LOUISIANA AVE NW,11057132,12.581823599999998
200745,1,1,0,38.909988,-77.047825,395852.015,138015.12,0,38.909632,-77.042275,2018-07-02 04:00:00+00:00,P ST NW,11068382,481.18018689999997
200820,1,1,0,38.898613,-77.01248000000001,398928.816,136754.642,0,38.898613,-77.01248000000001,2017-02-16 05:00:00+00:00,MASSACHUSETTS AVE NW,11059602,27.424740999999997
200854,1,1,0,38.922004,-77.042823,396286.525,139348.732,0,38.92216,-77.042865,2019-11-08 05:00:00+00:00,BILTMORE ST NW,11015732,30.54
200995,1,1,0,38.887567,-77.02854,397523.87200000003,135525.5,0,38.887444,-77.028226,2018-07-24 04:00:00+00:00,12TH ST SW,14001202,16.6012789
201043,1,1,0,38.920818,-77.042097,396349.409,139217.076,0,38.921208,-77.042187,2018-07-18 04:00:00+00:00,BELMONT RD NW,11014952,70.06020799999999
201227,1,1,0,38.901288,-77.036546,396829.914,137048.859,0,38.901288,-77.036576,2017-06-16 04:00:00+00:00,I ST NW,11047772,6.7802004
201315,1,1,0,38.896477000000004,-76.951464,404210.37200000003,136515.268,0,38.896412,-76.957334,2018-07-19 04:00:00+00:00,36TH ST NE,12003602,353.69371129999996
201347,1,1,0,38.963797,-77.011554,398998.619,143987.334,0,38.963797,-77.011554,2018-07-19 04:00:00+00:00,QUACKENBOS ST NW,11072932,0.0667558
201382,1,1,0,38.872715,-76.971246,402495.17100000003,133876.75699999998,0,38.870728,-76.970903,2018-07-19 04:00:00+00:00,25TH ST SE,13002502,232.1433225
201462,1,1,0,38.89208,-77.011499,399002.419,136026.2,0,38.89201,-77.011499,2019-05-15 04:00:00+00:00,1ST ST NW,11000102,59.1347532
201603,1,1,0,38.893989000000005,-77.010692,399070.26,136326.89,0,38.893989000000005,-77.010692,2019-11-05 05:00:00+00:00,LOUISIANA AVE NW,11057132,5.28
201638,1,1,0,38.969714,-77.03683000000001,396808.354,144644.718,0,38.972359999999995,-77.036078,2018-07-20 04:00:00+00:00,16TH ST NW,11001602,271.4078673
201664,2,1,0,38.88128,-77.021906,398099.3,134827.42,0,38.881225,-77.021837,2018-05-30 04:00:00+00:00,G ST SW,14038612,8.512673199999998
201676,1,3,0,38.892143,-77.01359599999999,398816.85299999994,136033.214,0,38.892143,-77.01359599999999,2017-02-14 05:00:00+00:00,CONSTITUTION AVE NW,11025352,7.6558385
201732,1,1,0,38.899634000000006,-77.040287,396505.333,136865.426,0,38.899287,-77.040648,2018-07-19 04:00:00+00:00,,,-999.0
201760,1,1,0,38.893578000000005,-76.993759,400541.38,136192.44,0,38.893578000000005,-76.993759,2019-11-05 05:00:00+00:00,C ST NE,12019822,0.04
201830,1,1,0,38.939453,-77.075304,393471.464,141287.601,0,38.939444,-77.07509499999999,2019-05-15 04:00:00+00:00,WISCONSIN AVE NW,11094052,12.274448199999998
201846,1,1,0,38.886648,-76.92573399999999,406444.25899999996,135425.545,0,38.886648,-76.92573399999999,2017-02-15 05:00:00+00:00,ASTOR PL SE,13011632,9.737138900000001
201850,1,1,0,38.918408,-77.038887,396627.665,138949.411,0,38.918408,-77.038887,2017-02-15 05:00:00+00:00,ONTARIO RD NW,11067402,0.0477615
201976,1,1,0,38.877572,-77.017701,398466.65,134415.482,0,38.877572,-77.017701,2017-02-15 05:00:00+00:00,M ST SW,14057852,123.57092
201977,1,1,0,38.894683,-77.004712,399591.157,136327.079,0,38.894683,-77.004712,2017-02-15 05:00:00+00:00,1ST ST NE,12000102,102.7752558
202275,1,1,0,38.903739,-77.03540100000001,396929.364,137320.928,0,38.903706,-77.03485,2018-07-16 04:00:00+00:00,15TH ST NW,11001502,23.9410034
202314,1,1,0,38.902463,-76.998349,400143.209,137184.18,0,38.902463,-76.998349,2017-02-11 05:00:00+00:00,6TH ST NE,12000602,9.853517199999999
202320,1,1,0,38.972038,-77.028471,397532.794,144902.468,0,38.972038,-77.028578,2019-09-25 04:00:00+00:00,ASPEN ST NW,11011572,26.64
202351,1,1,0,38.922221,-77.009175,399215.795,139372.02800000002,0,38.922221,-77.009175,2017-02-10 05:00:00+00:00,CHANNING ST NW,11021972,20.366003
202491,1,1,0,38.893478,-76.95094499999999,404255.625,136182.4,0,38.893253,-76.950765,2018-05-30 04:00:00+00:00,CLAY PL NE,12023662,30.328891499999997
202605,1,1,0,38.92685,-76.984266,401364.357,139885.926,0,38.927929,-76.98413599999999,2018-07-14 04:00:00+00:00,15TH ST NE,12001502,119.19381750000001
202948,1,1,0,38.916996000000005,-77.024221,397899.475,138792.225,0,38.91683,-77.024222,2018-07-17 04:00:00+00:00,9TH ST NW,11000902,29.172579100000004
202954,1,1,0,38.897841,-77.029619,397430.664,136666.045,0,38.897959,-77.028949,2018-07-17 04:00:00+00:00,G ST NW,11038612,70.2214915
203148,1,1,0,38.911126,-77.034809,396981.0,138140.914,0,38.911415999999996,-77.034802,2018-07-13 04:00:00+00:00,15TH ST NW,11001502,38.59896679999999
203206,1,1,0,38.920836,-77.029843,397412.751,139211.5,0,38.920836,-77.029843,2017-02-08 05:00:00+00:00,13TH ST NW,11001302,14.249998399999999
203251,1,1,0,38.909240999999994,-77.043725,396198.94299999997,137916.741,0,38.909240999999994,-77.043725,2017-02-07 05:00:00+00:00,NEW HAMPSHIRE AVE NW,11064222,19.210143399999996
203342,1,1,0,38.932633,-76.99616800000001,400332.223,140527.77300000002,0,38.932641,-76.99594,2019-05-14 04:00:00+00:00,MONROE ST NE,12061422,36.168899100000004
203439,1,1,0,38.85413,-76.985281,401277.62100000004,131813.43300000002,0,38.851558000000004,-76.981339,2018-07-13 04:00:00+00:00,JASPER PL SE,13049532,13.576720199999999
203468,1,1,0,38.882793,-76.99153000000001,400734.88,134995.189,0,38.882622,-76.991502,2019-11-04 05:00:00+00:00,11TH ST SE & E ST SE,13001102,19.11
203495,1,1,0,38.915989,-77.029377,397452.268,138680.55,0,38.916711,-77.029569,2018-07-14 04:00:00+00:00,13TH ST NW,11001302,80.825349
203644,1,1,0,38.918124,-77.036551,396830.24,138916.704,0,38.918124,-77.036551,2017-02-08 05:00:00+00:00,16TH ST NW,11001602,4.5562749
203689,1,1,0,38.925296,-77.03981800000001,396547.24700000003,139714.09900000002,0,38.925,-77.03925799999999,2018-05-30 04:00:00+00:00,,,-999.0
204071,1,1,0,38.931087,-77.010439,399094.875,140371.83,0,38.931087,-77.010439,2017-02-09 05:00:00+00:00,1ST ST NW,11000102,149.4321042
204163,1,1,0,38.850845,-76.97346999999999,402302.888,131448.99599999998,0,38.851068,-76.97333,2018-05-31 04:00:00+00:00,ALABAMA AVE SE,13009362,37.1142445
204335,1,1,0,38.946386,-76.97771800000001,401931.54,142054.79,0,38.945211,-76.978996,2019-08-10 04:00:00+00:00,MICHIGAN AVE NE,12060582,13.07
204609,1,1,0,38.916990000000006,-77.023955,397922.52,138791.62,0,38.916954,-77.02395,2019-08-10 04:00:00+00:00,9TH ST NW & FLORIDA AVE NW,11000902,4.04
204834,1,1,0,38.904567,-76.99641,400292.83,137412.263,0,38.904567,-76.99641,2017-02-19 05:00:00+00:00,MORTON PL NE,12062332,26.4886859
204869,1,1,0,38.914093,-77.04190799999999,396365.461,138470.52800000002,0,38.913939,-77.039506,2019-11-05 05:00:00+00:00,NEW HAMPSHIRE AVE NW,11064222,26.24
204940,1,2,0,38.909813,-77.034296,397025.41,137977.25,0,38.909813,-77.034296,2019-11-06 05:00:00+00:00,P ST NW,11068382,29.04
205101,1,1,0,38.897625,-76.915467,407332.94,136644.991,0,38.897439,-76.915368,2018-08-27 04:00:00+00:00,60TH AVE NE,12006022,43.6679429
205139,1,1,0,38.90485,-77.066017,394273.83700000006,137445.733,0,38.904647,-77.065995,2018-07-26 04:00:00+00:00,M ST NW,11057852,51.560910799999995
205158,1,1,0,38.913727,-77.06668499999999,394216.64,138431.242,0,38.913736,-77.066703,2018-08-27 04:00:00+00:00,WISCONSIN AVE NW,11094052,1.8761525000000001
205164,1,1,0,38.909634000000004,-77.05044699999999,395624.61,137975.97,0,38.909634000000004,-77.05044699999999,2018-10-12 04:00:00+00:00,23RD ST NW,11002302,90.19
205208,1,1,0,38.896005,-76.95790500000001,403651.711,136462.622,0,38.896364,-76.957572,2018-08-27 04:00:00+00:00,34TH ST NE,12003402,40.5386834
205243,1,1,0,38.960219,-77.033703,397078.961,143590.603,0,38.960291,-77.033416,2018-07-26 04:00:00+00:00,14TH ST NW,11001402,8.0842507
205356,1,1,0,38.905165000000004,-77.063327,394507.19700000004,137480.511,0,38.905056,-77.063313,2018-07-27 04:00:00+00:00,WISCONSIN AVE NW,11094052,45.515519299999994
205466,1,2,0,38.940971999999995,-77.061654,394654.973,141455.302,0,38.940971999999995,-77.061654,2018-07-27 04:00:00+00:00,TILDEN ST NW,11086122,0.044613099999999996
205604,1,1,1,38.91975,-77.021316,398151.476,139097.84900000002,0,38.919971000000004,-77.02185300000001,2018-07-28 04:00:00+00:00,BRYANT ST NW,11018722,43.3319041
205607,1,1,0,38.910165,-77.029399,397450.174,138034.068,0,38.90965,-77.029601,2018-06-01 04:00:00+00:00,VERMONT AVE NW,11089442,59.817038399999994
205622,1,1,0,38.911833,-77.09003,392191.784,138222.73,0,38.911957,-77.089977,2018-07-28 04:00:00+00:00,47TH PL NW,11004732,130.6636655
205649,1,1,0,38.905533,-76.98040999999999,401699.158,137519.696,0,38.906723,-76.978921,2018-06-01 04:00:00+00:00,BLADENSBURG RD NE,12015992,176.5767075
205654,1,1,0,38.936349,-77.033048,397134.70700000005,140940.832,0,38.9368,-77.03275699999999,2018-08-27 04:00:00+00:00,14TH ST NW,11001402,59.5803777
205735,1,1,0,38.898909,-76.996493,400304.218,136784.201,0,38.898856,-76.997107,2018-05-11 04:00:00+00:00,7TH ST NE,12000702,81.6884237
205790,1,1,0,38.927227,-77.022964,398008.81,139927.89,0,38.927227,-77.022964,2018-07-27 04:00:00+00:00,HARVARD ST NW,11043742,0.0918279
205830,1,1,0,38.902524,-77.03851,396659.65,137186.15300000002,0,38.902524,-77.03851,2017-02-22 05:00:00+00:00,K ST NW,11050892,0.0961504
205839,1,1,0,38.892713,-77.050304,395650.006,136097.471,0,38.892713,-77.050304,2017-02-22 05:00:00+00:00,CONSTITUTION AVE NW,11025352,69.7179665
205974,1,1,0,38.902364,-77.056414,395106.56200000003,137174.165,0,38.902364,-77.056414,2017-02-22 05:00:00+00:00,27TH ST NW,11002702,32.5348164
205993,1,1,0,38.902521,-77.01990699999999,398273.25,137185.304,0,38.902521,-77.01990699999999,2017-02-22 05:00:00+00:00,K ST NW,11050892,0.0509376
206009,1,1,0,38.904071,-76.923615,406622.25,137356.65300000002,0,38.904071,-76.923615,2017-02-22 05:00:00+00:00,DIVISION AVE NE,12029642,8.1786783
206011,1,1,0,38.885379,-76.997908,400181.484,135282.258,0,38.885449,-76.998149,2019-09-25 04:00:00+00:00,6TH ST SE & SEWARD SQ SE,13000602,31.13
206012,1,1,0,38.912612,-77.033774,397070.83700000006,138305.791,0,38.91282,-77.033775,2018-07-28 04:00:00+00:00,JOHNSON AVE NW,11050242,51.5294864
206110,1,1,0,38.909944,-77.031925,397228.667,138009.609,0,38.909944,-77.031925,2017-02-23 05:00:00+00:00,P ST NW,11068382,32.9832326
206249,1,2,0,38.911128999999995,-77.031952,397228.79,138141.17,0,38.911128999999995,-77.031952,2018-07-28 04:00:00+00:00,Q ST NW,11072862,0.0259303
206369,1,1,0,38.903744,-77.041673,396385.31299999997,137321.656,0,38.903651,-77.041723,2019-08-11 04:00:00+00:00,L ST NW,11053492,11.12
206423,1,1,0,38.969923,-77.01498199999999,398701.715,144667.426,0,38.969905,-77.01498199999999,2019-11-14 05:00:00+00:00,BLAIR RD NW,11016382,2.72
206449,1,1,0,38.88981,-77.005667,399508.336,135774.155,0,38.889741,-77.005668,2018-07-30 04:00:00+00:00,1ST ST NE,12000102,22.888272399999998
206454,1,1,0,38.883041,-76.99495,400436.035,135022.696,0,38.883041,-76.99495,2017-02-24 05:00:00+00:00,E ST SE,13031332,35.28457720000001
206505,1,1,0,38.932247,-77.033063,397121.29,140460.761,0,38.932247,-77.033063,2017-02-23 05:00:00+00:00,14TH ST NW,11001402,38.7270685
206569,1,1,0,38.920364,-77.03649399999999,396835.23,139166.47,0,38.920364,-77.03649399999999,2017-02-23 05:00:00+00:00,BELMONT ST NW,11015012,0.055817200000000004
206645,1,1,0,38.898857,-77.021843,398098.85,136778.609,0,38.898857,-77.021843,2017-02-24 05:00:00+00:00,G ST NW,11038612,46.006071399999996
206750,1,1,0,38.946957,-77.022789,397999.346,142117.139,0,38.946957,-77.022789,2017-02-24 05:00:00+00:00,CRITTENDEN ST NW,11026522,45.9727566
206777,1,1,0,38.952003999999995,-76.995827,400361.31,142680.13199999998,0,38.952003999999995,-76.995827,2017-02-23 05:00:00+00:00,SOUTH DAKOTA AVE NE,12081442,13.803727599999998
206812,1,1,0,38.90995,-77.044326,396155.506,138010.679,0,38.90987,-77.044371,2018-08-27 04:00:00+00:00,DUPONT CIR NW,11031202,17.7554282
207057,1,1,0,38.866775,-76.985128,401290.62,133217.18,0,38.866775,-76.985128,2018-07-31 04:00:00+00:00,14TH ST SE,13001402,0.04
207123,1,1,0,38.892088,-77.012271,398935.46,136027.022,0,38.892066,-77.012271,2017-06-19 04:00:00+00:00,1ST ST NW,11000102,8.7809962
207167,1,1,0,38.890122,-76.992643,400638.222,135808.741,0,38.889641999999995,-76.992795,2018-07-31 04:00:00+00:00,10TH ST SE,13001002,22.2076911
207275,1,1,0,38.905238,-77.058109,394959.75,137488.32,0,38.905035,-77.057521,2018-08-01 04:00:00+00:00,M ST NW,11057852,55.7578336
207557,1,2,0,38.859344,-76.99515799999999,400419.765,132392.38199999998,0,38.859344,-76.99515799999999,2017-02-26 05:00:00+00:00,STANTON RD SE,13082352,5.3238461
207581,1,1,0,38.882305,-77.029519,397438.75700000004,134941.441,0,38.882127000000004,-77.029382,2018-08-01 04:00:00+00:00,INTERSTATE 395   BN,15048463,45.056702
207663,1,1,0,38.939763,-77.025149,397819.72799999994,141317.241,0,38.939763,-77.025149,2017-02-26 05:00:00+00:00,GEORGIA AVE NW,11040042,16.1999904
207680,1,1,0,38.893636,-77.01992299999999,398271.62200000003,136199.02,0,38.893636,-77.019912,2018-08-01 04:00:00+00:00,C ST NW,11019822,4.378575700000001
207728,1,1,0,38.911127,-77.03455600000001,397002.96,138141.019,0,38.911127,-77.03455600000001,2017-02-27 05:00:00+00:00,Q ST NW,11072862,0.0772263
207758,1,1,0,38.900733,-77.022192,398075.109,137002.105,0,38.900733,-77.022192,2017-02-27 05:00:00+00:00,7TH ST NW,11000702,28.7385771
207866,1,1,0,38.941993,-77.030084,397391.93200000003,141567.265,0,38.941891999999996,-77.02974,2018-08-02 04:00:00+00:00,UPSHUR ST NW,11088012,21.959364899999997
208132,1,1,0,38.926636,-77.023013,398004.669,139861.173,0,38.926636,-77.023013,2017-02-23 05:00:00+00:00,GEORGIA AVE NW,11040042,11.7080005
